Mask_ID,Center_X_px,Center_Y_px,Distance_px,Diameter_μm,Ring_Width_μm,Ground_Truth_Diameter_μm,Diameter_Difference_μm,Mean_Intensity,Area_μm²,Circularity,Dark_Edge_Diameter_μm,Dark_Ratio,Slide
292,99.0,314.0,1.0,30.11,5.71,37.04,-6.93,169.34,622.83,0.915,40.53,0.561,z_13
293,80.0,216.0,1.41,29.87,5.53,38.0,-8.13,174.83,609.81,0.864,40.93,0.527,z_13
294,19.0,187.0,2.24,35.02,6.2,42.92,-7.9,162.55,852.86,0.912,45.77,0.545,z_12
295,265.0,54.0,8.06,29.19,6.11,48.08,-18.89,173.56,579.43,0.898,40.01,0.57,z_15
296,300.0,155.0,1.41,23.82,5.71,31.36,-7.54,179.75,386.28,0.915,34.71,0.541,z_15
297,27.0,212.0,2.0,34.34,5.27,53.12,-18.78,155.37,822.48,0.879,42.95,0.5,z_8
298,162.0,82.0,7.0,24.41,5.26,31.32,-6.91,183.59,401.48,0.878,34.93,0.55,z_13
299,144.0,257.0,2.0,34.92,6.19,42.22,-7.3,162.43,870.23,0.901,45.13,0.528,z_12
300,34.0,80.0,1.0,27.16,5.79,35.0,-7.84,172.76,507.81,0.876,38.75,0.554,z_14
302,160.0,138.0,8.06,30.19,5.27,37.17,-6.98,168.23,618.49,0.876,38.89,0.509,z_14
303,113.0,47.0,6.71,27.28,6.04,35.53,-8.25,172.55,516.49,0.891,38.75,0.548,z_14
304,91.0,34.0,1.0,26.54,6.08,33.7,-7.16,173.12,477.43,0.873,37.79,0.565,z_14
305,50.0,36.0,1.41,29.27,5.62,37.67,-8.4,170.89,598.96,0.871,40.48,0.537,z_14
306,97.0,216.0,1.0,25.95,5.24,33.14,-7.19,176.43,462.24,0.87,35.84,0.59,z_14
307,56.0,133.0,3.16,28.86,6.12,37.94,-9.08,170.84,585.94,0.884,40.04,0.572,z_13
308,294.0,236.0,3.16,27.13,5.93,33.98,-6.85,173.32,509.98,0.905,37.83,0.507,z_15
309,257.0,263.0,2.0,29.87,5.61,35.96,-6.09,170.71,622.83,0.915,41.09,0.531,z_14
311,207.0,232.0,2.24,33.92,4.83,41.32,-7.4,168.92,802.95,0.878,43.58,0.855,z_11
