cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
712,233.0,313.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.67,28.35,25.20375,2.045855184879907,22.85,22.85,22.85,22.67,23.34,23.8,23.85,24.33,25.21,26.13,26.68,27.23,27.52,27.8,27.8,28.35
181,336.0,9.875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.95,28.34,25.075000000000003,1.923515661490699,23.65,23.29,22.99,22.99,22.95,23.0,23.94,24.33,24.7,25.45,25.77,27.08,27.08,27.61,28.03,28.34
539,392.0,345.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,28.34,23.74375,2.1887492861221,21.96,21.77,22.18,21.45,21.45,21.45,22.13,22.59,23.29,24.09,24.7,25.21,25.69,26.34,27.26,28.34
682,197.75,15.5,4,"z_0,z_1,z_10,z_11",23.57,28.34,26.335,2.075770941120431,28.34,28.34,,,,,,,,,25.09,23.57,,,,
721,50.0,113.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.67,28.25,24.633125,1.940192383341147,22.87,22.77,22.7,22.77,22.67,22.77,23.05,23.75,24.59,25.17,25.17,25.82,27.16,27.16,27.46,28.25
447,267.0,144.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.95,28.12,24.916874999999997,1.4540147813468065,23.75,22.99,23.75,22.95,23.75,23.75,24.0,24.3,25.44,25.47,25.51,25.69,25.77,26.17,27.26,28.12
547,441.62499999999994,448.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.32,28.12,24.296875,1.841740748415748,22.67,22.77,22.54,22.54,22.54,22.32,23.03,23.29,23.65,24.85,25.34,25.45,26.24,26.24,27.16,28.12
500,496.0,341.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.85,28.1,24.899375,1.733322202989104,23.03,22.85,22.85,23.29,23.29,23.44,24.0,24.33,24.59,25.7,26.21,25.86,26.34,26.57,27.94,28.1
583,460.12500000000006,422.875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,28.09,24.14375,1.9489480335555385,22.46,21.45,22.18,22.18,22.61,22.7,22.81,23.44,23.95,24.66,24.84,25.36,25.61,26.68,27.28,28.09
802,490.5,267.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.95,28.01,24.755000000000003,1.6042560581154124,22.95,23.05,23.05,23.05,23.29,23.29,23.29,24.54,25.09,25.28,25.65,26.1,26.12,26.66,26.66,28.01
719,188.875,122.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.03,27.95,24.853125,1.5639402112532947,23.03,23.03,23.29,23.29,23.53,23.81,24.0,24.33,24.14,25.77,26.28,25.5,25.58,26.84,27.28,27.95
836,221.0,430.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.77,27.95,24.984375,1.7915076358684605,22.87,22.77,22.99,23.29,23.29,23.65,23.85,24.32,24.54,25.77,26.36,26.36,27.23,27.23,27.28,27.95
837,239.375,455.56249999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.05,27.95,25.37375,1.6403920072653364,23.05,23.44,23.58,23.53,23.81,24.3,24.45,25.0,25.35,25.97,26.68,26.68,27.28,27.41,27.5,27.95
939,225.0,17.0,1,z_13,27.95,27.95,27.95,0.0,,,,,,,,,,,,,,27.95,,
704,104.31250000000001,158.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.46,27.73,24.3375,1.669432912698201,22.85,22.85,22.46,22.81,22.61,22.92,23.13,23.29,24.14,24.49,25.54,26.04,25.65,26.1,26.79,27.73
526,466.8125,121.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.25,27.62,23.84375,1.7878159685773034,21.75,21.25,22.83,22.83,22.83,22.83,22.83,23.29,23.44,23.29,23.65,24.14,25.43,26.31,27.18,27.62
834,294.25,480.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.07,27.54,24.0,1.8380662392851892,22.44,22.44,22.07,22.31,22.31,22.47,22.73,22.96,23.29,23.65,25.17,25.49,25.65,26.4,27.08,27.54
838,135.0,392.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.55,27.53,24.724375000000002,1.8000033637121349,22.66,22.64,22.55,22.7,22.77,23.58,23.58,23.98,25.13,25.13,26.4,26.4,26.68,26.78,27.08,27.53
716,72.0,51.875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.63,27.52,24.191875,1.6848635655076054,22.81,22.75,22.63,22.77,22.83,22.77,22.63,22.95,23.75,23.99,25.11,25.45,25.6,26.4,27.11,27.52
722,22.0,98.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.5,23.875,1.9209210030607717,22.63,22.18,21.45,21.45,22.18,22.18,22.63,22.87,23.29,24.33,25.53,25.45,25.45,26.44,26.44,27.5
563,326.62499999999994,471.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.54,27.45,24.310000000000002,1.8103797944077924,22.63,22.55,22.59,22.54,22.54,22.77,22.92,23.29,23.29,25.24,25.69,25.86,25.86,26.44,27.3,27.45
817,133.0,376.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.45,23.553125,2.101189302365449,21.45,21.45,21.45,21.45,21.77,21.77,22.07,22.47,23.03,23.97,24.0,25.47,26.13,26.17,26.75,27.45
670,298.0625,442.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.67,27.44,24.228125,1.5799731752074146,22.95,22.73,22.95,22.67,22.67,22.81,22.81,23.8,23.98,24.32,24.52,24.97,25.74,26.21,27.08,27.44
702,197.56249999999997,113.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.12,27.44,23.6125,2.0195621431389528,22.22,22.2,22.18,21.12,21.46,21.54,21.78,22.7,23.29,23.4,24.32,25.13,26.24,26.34,26.44,27.44
673,274.0,337.1875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.41,27.42,23.63125,2.000824439449899,22.2,21.58,21.67,21.56,21.41,21.63,21.79,22.83,23.47,24.41,24.49,25.69,25.69,26.13,26.13,27.42
671,264.0,346.75000000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.41,23.916874999999997,1.9603115783913028,21.45,22.18,21.45,21.95,22.15,22.63,22.63,23.29,23.44,24.66,24.49,25.74,25.84,26.68,26.68,27.41
790,338.1875,111.43750000000001,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.22,27.4,24.090625000000003,1.5683887781334698,22.22,22.42,22.51,23.03,23.85,23.29,23.8,23.29,23.29,23.29,25.11,25.36,27.4,27.4,25.51,23.68
828,245.0,327.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.36,23.69125,1.8252392822586305,22.54,22.37,22.46,21.45,21.45,21.45,22.32,22.59,23.75,23.75,25.17,25.17,25.53,25.77,25.93,27.36
750,133.125,149.06250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.33,23.616875,1.664619771712147,22.44,21.94,22.31,22.31,21.79,21.45,22.59,22.83,22.83,24.49,25.09,24.66,24.76,25.51,25.54,27.33
756,402.0,125.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.09,27.31,23.310625,2.0087292897190006,21.54,21.28,21.45,21.09,21.45,21.45,21.45,22.59,23.05,23.75,24.59,24.82,25.21,25.77,26.17,27.31
579,10.0625,41.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.26,23.821875,1.8628413068146736,21.45,23.13,22.61,22.63,21.45,21.45,22.59,22.77,22.96,24.32,25.04,25.24,25.3,26.27,26.68,27.26
729,212.62500000000006,197.81249999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.2,27.26,24.40875,1.6303330756320937,22.2,22.2,23.75,22.56,23.75,22.73,23.58,23.58,24.35,24.52,24.66,25.69,26.24,26.37,27.1,27.26
912,322.0,145.6,10,"z_5,z_6,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.75,27.26,25.616000000000003,1.1558563924640468,,,,,,27.26,26.54,,26.15,26.15,26.57,24.61,23.75,23.75,25.28,26.1
715,114.375,56.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.12,27.23,24.121875,1.6398712554267783,23.57,23.08,22.44,22.44,22.12,22.44,22.76,23.34,23.41,24.14,24.93,25.5,25.7,25.77,27.08,27.23
835,292.0,368.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.9,27.23,23.343124999999997,1.9986236475072041,21.45,21.57,21.12,20.9,21.29,21.63,22.15,22.63,22.77,23.94,24.49,25.45,25.45,25.73,25.69,27.23
528,300.0625,468.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.73,27.17,23.124375,1.5337412133000143,22.46,22.22,21.73,21.73,21.73,21.73,21.73,22.55,22.55,22.87,23.53,23.85,23.81,24.97,25.36,27.17
933,59.0,190.66666666666666,3,"z_12,z_13,z_14",24.3,27.17,25.97,1.2178943577612418,,,,,,,,,,,,,26.44,27.17,24.3,
548,418.0,368.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.64,27.16,23.030625,2.0251897094778553,20.94,20.64,20.64,21.12,21.45,21.79,21.97,22.55,22.63,22.95,23.95,24.3,24.33,25.21,26.86,27.16
764,335.0,170.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,27.16,23.29,1.6706884808365687,22.44,22.2,22.1,21.79,21.45,21.45,21.45,22.11,22.99,23.75,23.75,24.49,25.17,25.17,25.17,27.16
595,323.6666666666667,29.0,6,"z_0,z_1,z_10,z_11,z_13,z_15",25.09,27.16,26.230000000000004,0.8237718130647589,26.68,26.68,,,,,,,,,25.09,25.09,,27.16,,26.68
546,406.0,39.0,5,"z_0,z_1,z_2,z_3,z_8",23.75,27.16,25.851999999999997,1.302480710029903,27.16,27.16,23.75,26.1,,,,,25.09,,,,,,,
434,15.0,254.0,2,"z_0,z_1",27.16,27.16,27.16,0.0,27.16,27.16,,,,,,,,,,,,,,
789,404.0,152.0,11,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10",23.8,27.11,25.528181818181817,1.1209234681670304,26.35,25.82,26.35,27.11,25.89,26.35,25.77,25.77,23.8,23.8,23.8,,,,,
703,163.0,211.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.12,26.96,22.8225,1.822801758283111,21.54,21.12,21.45,21.12,21.12,21.45,21.45,21.45,21.45,23.75,23.75,23.75,24.46,25.17,25.17,26.96
718,19.0,176.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.18,26.88,23.926875000000003,1.7678861627307914,22.18,22.2,22.2,22.2,22.22,22.47,22.47,22.85,23.65,24.3,24.63,25.51,26.44,26.19,26.44,26.88
886,468.0,29.5,10,"z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.99,26.88,25.157999999999998,1.2855489099991495,,,,,,,22.99,23.29,24.06,24.63,25.52,25.77,25.6,26.4,26.44,26.88
832,36.0,455.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,26.86,23.536875,1.8474804422171838,21.45,21.45,21.45,21.45,21.97,22.22,22.47,22.47,23.36,24.32,24.55,25.19,25.77,25.77,25.84,26.86
566,486.0,221.0,5,"z_0,z_1,z_2,z_3,z_4",25.17,26.72,26.270000000000003,0.5962549790148497,26.68,26.72,26.68,26.1,25.17,,,,,,,,,,,
698,50.0,73.875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.32,26.68,23.73375,1.4172017984394458,23.29,22.32,22.37,22.37,22.54,22.54,22.54,22.75,22.75,23.87,24.3,24.78,25.47,25.47,25.7,26.68
717,108.0,140.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.67,26.68,23.49875,1.5189382599368546,21.78,21.77,21.67,22.2,22.15,22.54,22.37,22.67,23.75,23.8,24.33,24.76,24.76,25.21,25.54,26.68
739,230.0,256.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.93,26.68,22.634999999999998,1.7383792739215453,21.25,21.25,21.17,20.93,20.93,20.93,21.51,21.54,22.32,22.7,23.05,23.97,24.0,25.11,24.82,26.68
757,444.0,154.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.08,26.68,22.769375,1.7032999910100979,22.15,21.28,21.08,21.12,21.28,21.12,21.12,21.45,22.67,22.77,23.75,23.75,24.16,24.82,25.11,26.68
839,294.0625,456.625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.0,26.68,23.806874999999998,1.5804774545608045,22.13,22.83,22.83,22.0,22.0,22.07,22.76,22.96,23.4,24.45,24.45,24.73,25.47,25.47,26.68,26.68
532,487.8571428571429,88.28571428571429,7,"z_0,z_1,z_2,z_3,z_4,z_11,z_12",25.09,26.68,26.18,0.6978129098425,26.68,26.68,26.68,26.68,26.36,,,,,,,25.09,25.09,,,
708,293.0,236.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.37,26.66,23.071875,1.6530548189261605,21.82,21.68,21.77,21.54,21.57,21.37,21.56,21.78,22.63,23.4,23.95,24.49,24.59,25.17,25.17,26.66
509,399.9375,496.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.58,26.55,23.2325,1.7160984091828764,21.78,21.58,21.78,21.78,21.58,21.77,21.77,22.26,22.54,23.29,24.11,24.61,24.54,25.65,26.13,26.55
553,428.0,447.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.59,26.55,24.074375,1.4968382041406485,23.13,22.83,22.7,22.59,22.59,22.59,22.59,22.83,23.75,24.32,25.19,25.43,25.73,25.93,26.44,26.55
709,244.875,259.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.56,26.44,23.354374999999997,1.5971692488196114,22.32,22.15,22.15,21.56,21.56,21.73,22.2,22.55,22.77,23.32,23.95,24.49,25.21,25.17,26.1,26.44
737,162.0,402.75000000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,26.36,23.646250000000002,1.8534220883274268,21.45,21.45,22.2,21.73,21.77,22.2,22.0,22.76,23.67,23.85,25.36,25.69,25.91,25.97,25.97,26.36
541,360.75,242.0,4,"z_0,z_2,z_4,z_11",23.29,26.35,24.4525,1.1668842059090532,23.75,,24.42,,26.35,,,,,,,23.29,,,,
754,368.4375,263.68750000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",19.98,26.25,22.346874999999997,1.8151815293173845,21.12,20.84,20.35,19.98,20.95,21.01,21.1,21.1,21.25,23.57,23.57,23.57,24.0,24.3,24.59,26.25
550,351.0,413.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,26.18,22.8125,1.472241063820732,21.45,21.45,21.45,21.45,21.45,21.45,21.45,22.2,22.63,23.05,23.49,23.99,24.16,24.52,24.63,26.18
720,227.0,7.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,26.17,23.184374999999996,1.8193198205304648,21.45,21.45,21.45,21.45,21.45,21.45,21.45,22.59,22.99,23.29,23.82,24.7,25.54,25.6,26.17,26.1
699,311.0,12.1875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.35,26.15,23.189375,1.6708286445279175,21.77,21.78,21.77,21.35,21.46,21.45,21.45,22.26,23.04,24.06,24.32,24.49,24.97,24.97,25.74,26.15
283,7.0,16.0,1,z_0,26.13,26.13,26.13,0.0,26.13,,,,,,,,,,,,,,,
516,381.1875,405.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,26.1,23.464375,1.6883163534643029,21.45,21.45,21.45,21.45,22.18,22.18,22.77,22.86,23.05,24.24,24.45,25.14,26.1,24.91,25.78,25.97
713,199.0,248.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",19.98,26.1,22.223125000000003,1.78253232351478,19.98,20.93,19.98,20.6,20.64,21.05,21.45,21.45,21.45,22.18,23.75,23.75,23.75,23.75,24.76,26.1
752,287.1875,53.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.13,26.1,23.515625,1.4271648851394156,22.77,22.13,22.15,22.2,22.22,22.26,22.15,22.67,22.76,23.75,24.3,24.44,24.97,25.28,26.1,26.1
826,172.0,474.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.07,26.1,23.775000000000002,1.5322532427767936,22.44,22.44,22.44,22.07,22.07,22.07,22.76,23.03,23.41,24.0,24.61,25.58,25.69,25.59,26.1,26.1
643,61.8,109.4,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",22.54,26.1,24.539333333333342,1.5200766062567017,22.54,24.3,25.43,25.43,25.43,26.1,26.1,26.1,26.1,26.1,24.3,22.54,22.54,22.54,22.54,
679,210.07142857142858,208.92857142857142,14,"z_0,z_1,z_2,z_4,z_5,z_6,z_7,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.83,26.1,24.533571428571435,0.884764756005453,26.1,26.1,25.17,,24.46,24.46,24.35,24.35,,24.3,24.14,24.14,25.57,22.83,23.75,23.75
639,376.5,445.0,10,"z_0,z_1,z_2,z_7,z_8,z_9,z_10,z_11,z_12,z_13",23.44,26.1,24.754000000000005,0.9164300300623067,26.1,26.1,26.1,,,,,24.3,24.3,24.3,24.3,24.3,24.3,23.44,,
954,6.2857142857142865,478.0,7,"z_2,z_3,z_4,z_5,z_6,z_7,z_8",23.75,26.1,24.36285714285714,0.9751881032573639,,,23.75,23.75,23.75,23.75,23.75,25.69,26.1,,,,,,,
503,400.5,484.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.91,26.04,22.929375,1.7766100752205025,20.91,21.45,20.91,21.45,21.09,21.35,21.77,21.78,22.85,23.03,24.3,24.3,24.78,25.28,25.58,26.04
707,202.0,215.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.94,26.03,22.868125000000003,1.802759061653831,21.12,21.46,21.46,20.94,21.12,21.45,21.45,21.45,22.56,22.63,23.75,24.36,25.17,25.17,25.77,26.03
810,16.0,467.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.75,25.91,23.600625,1.5533088422380785,21.94,21.78,21.75,21.8,21.94,22.46,22.95,23.25,23.53,23.65,24.49,25.37,25.91,25.51,25.51,25.77
536,483.37500000000006,447.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,25.82,22.823125,1.4324660499903656,21.45,21.45,21.45,21.45,21.45,21.45,21.79,22.02,22.7,23.29,23.29,23.82,24.33,24.82,24.59,25.82
714,24.0,41.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.54,25.82,23.0175,1.4938185130731243,22.07,22.07,22.07,21.78,21.78,21.57,21.54,21.78,22.22,22.67,23.4,23.97,25.09,24.76,25.69,25.82
706,198.0,228.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",19.98,25.77,22.4025,2.2081539235297885,19.98,19.98,19.98,19.98,20.86,20.84,20.68,20.91,22.1,22.95,24.27,24.27,24.57,25.53,25.77,25.77
758,459.8125,221.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",19.98,25.77,21.959375,1.708319601062693,21.09,20.52,20.35,19.98,19.98,19.98,20.84,21.25,21.77,22.22,22.95,23.29,23.44,23.65,24.27,25.77
517,362.37500000000006,118.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",17.8,25.67,20.689999999999998,2.1003035494899303,20.64,20.64,20.64,20.24,18.28,17.8,18.28,18.63,19.71,19.71,20.9,20.93,21.47,23.75,23.75,25.67
816,285.0,489.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.12,25.6,22.585,1.481198838778913,21.12,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,22.92,23.12,23.05,24.49,24.49,24.97,25.6
586,450.0,54.31249999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,25.47,22.149375,2.69525617694775,20.86,15.87,15.87,22.63,21.45,21.45,22.18,22.63,22.22,23.29,23.29,23.44,23.97,24.3,25.47,25.47
470,301.0,6.666666666666667,3,"z_0,z_1,z_2",24.78,25.47,25.166666666666668,0.28778850258865746,25.25,24.78,25.47,,,,,,,,,,,,,
731,291.0,86.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.15,25.43,23.82875,1.1914008299057042,25.24,23.75,25.09,25.43,25.43,23.75,23.9,23.75,22.15,23.57,23.75,22.15,23.57,22.15,22.15,25.43
684,90.0,86.0,2,"z_0,z_1",25.42,25.43,25.425,0.004999999999999005,25.43,25.42,,,,,,,,,,,,,,
535,473.0,355.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.04,25.35,21.7925,1.6165491795797615,20.55,20.58,20.04,20.17,20.26,20.26,20.62,20.91,21.45,21.45,23.01,23.3,23.45,23.53,23.75,25.35
567,464.0,169.0,2,"z_0,z_1",25.12,25.35,25.235,0.11500000000000021,25.35,25.12,,,,,,,,,,,,,,
640,276.0,72.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.83,25.24,23.76375,1.3054638782823524,25.13,25.13,25.24,25.24,23.75,25.09,23.75,23.58,23.58,23.58,20.83,23.58,23.58,23.58,23.75,20.83
823,27.0,473.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.05,25.21,22.564375000000002,1.5132744659760173,21.45,21.45,21.05,21.05,21.05,21.08,21.12,21.45,22.18,23.13,23.29,24.44,23.75,24.63,24.7,25.21
504,433.24999999999994,435.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.9,25.17,22.330624999999998,1.4924119268402412,21.08,21.08,21.28,21.08,21.12,21.12,20.9,21.12,21.12,22.83,23.29,23.29,24.14,23.85,24.82,25.17
743,28.0,204.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.52,25.17,22.241875,1.4348005904567367,21.12,20.52,20.64,21.12,20.9,21.12,21.45,21.45,21.45,22.18,23.75,23.75,23.75,23.75,23.75,25.17
