cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
154,459.0,42.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.93,31.67,28.12625,1.964080175934781,25.93,25.93,26.21,26.18,26.44,26.44,26.78,27.45,27.95,27.95,29.26,30.05,30.22,30.24,31.32,31.67
30,449.0,377.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.82,31.38,26.230625,2.2675991399220012,23.82,23.82,23.82,24.27,24.14,24.57,24.59,25.21,25.86,26.89,27.3,27.95,28.12,28.58,29.37,31.38
495,186.06250000000003,85.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.28,31.37,27.315,2.0202134788185138,25.28,25.28,25.28,25.5,25.5,25.79,26.13,26.54,26.68,27.33,27.95,28.35,29.26,29.76,31.04,31.37
199,324.24999999999994,59.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.21,31.36,27.634999999999998,2.071147025201253,25.21,25.21,25.37,25.6,25.6,26.1,26.24,27.21,27.38,28.09,28.94,29.09,29.83,30.17,30.76,31.36
160,361.0,152.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.16,31.33,27.435000000000002,2.1903909468403118,25.17,25.17,25.25,25.16,25.25,25.77,25.77,26.5,27.38,27.95,27.95,29.24,29.94,30.05,31.08,31.33
178,403.0,52.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.93,31.29,28.048125,1.9102984673539887,26.52,26.02,25.93,26.17,26.17,26.17,26.94,27.18,27.56,28.29,29.15,29.64,29.74,30.85,31.15,31.29
10,31.0,354.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.47,31.26,28.271875,2.163348731567567,25.47,25.47,25.65,25.99,25.69,27.17,27.22,27.4,28.94,29.08,30.52,30.36,30.7,30.52,30.91,31.26
159,399.8125,67.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.85,31.26,26.60625,2.313773635751778,24.55,24.14,24.4,23.85,24.63,24.63,25.28,25.7,26.1,26.96,27.41,27.95,28.94,29.64,30.26,31.26
301,44.0,9.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.17,31.25,27.576875,1.9240443041611588,25.6,25.17,25.17,25.77,25.82,26.52,26.52,26.87,27.16,27.8,28.49,29.08,29.83,29.83,30.35,31.25
454,278.7692307692308,304.0,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12",26.44,31.25,28.556153846153848,1.5816132876642055,26.44,27.08,27.08,27.08,27.08,27.44,28.55,28.67,29.45,30.11,30.64,30.36,31.25,,,
8,432.5625,411.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.84,31.12,27.265,2.0594902281875482,24.89,25.26,24.84,25.47,24.91,25.7,26.37,26.55,27.23,27.5,27.95,28.62,29.13,30.18,30.52,31.12
238,309.0625,457.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.15,31.12,28.10125,1.5792873194893957,26.24,26.87,26.87,26.15,26.84,26.87,26.87,27.1,28.04,28.26,28.95,29.04,29.44,30.23,30.73,31.12
359,27.0,55.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.17,31.03,27.415625,2.0809101636964047,25.17,25.17,25.17,25.17,25.82,25.77,26.21,26.34,26.44,28.3,28.67,29.08,29.6,30.19,30.52,31.03
477,254.12499999999997,11.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.97,31.01,26.268124999999998,2.146011471165753,24.3,24.3,24.3,23.97,24.49,24.35,24.63,25.21,26.24,26.44,27.18,27.23,28.25,28.56,29.83,31.01
24,502.0,471.75,8,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7",28.42,31.01,29.4125,0.8025856652096399,28.42,28.58,29.07,29.07,29.45,29.46,30.24,31.01,,,,,,,,
25,71.0,428.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.96,31.0,27.69,2.017774144942887,24.96,25.44,25.45,25.21,25.54,26.17,26.72,27.36,28.08,28.7,29.3,29.37,29.37,29.61,30.76,31.0
449,255.18750000000003,314.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.77,30.97,27.370624999999997,2.189927135631457,24.77,25.35,25.11,25.11,25.13,25.51,25.74,26.44,27.44,27.76,28.61,29.36,29.83,29.83,30.97,30.97
652,310.0,122.0,5,"z_0,z_1,z_2,z_9,z_10",27.88,30.97,29.714,1.333485657965619,30.41,30.97,30.97,,,,,,,27.88,28.34,,,,,
956,75.0,491.0,2,"z_3,z_4",30.88,30.97,30.924999999999997,0.04499999999999993,,,,30.97,30.88,,,,,,,,,,,
202,457.0625,241.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.17,30.91,27.573125,2.049087354012756,25.17,25.17,25.17,25.17,25.93,26.17,26.44,27.18,27.23,28.09,28.33,29.25,29.98,30.13,30.85,30.91
211,392.0,19.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.13,30.88,27.264375,1.9754903465658846,25.17,25.17,25.17,25.17,25.13,25.54,26.12,26.24,27.24,27.92,28.71,29.17,29.17,29.45,29.98,30.88
187,331.0625,199.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.13,30.85,27.47875,2.073809522955279,25.13,25.13,25.13,25.17,25.45,25.6,26.21,26.44,28.09,28.58,28.94,28.94,29.55,30.21,30.24,30.85
344,42.0,59.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.76,30.85,26.851875,2.094084581475877,24.76,24.82,24.82,24.82,24.82,25.17,25.17,25.82,26.53,27.3,27.54,28.36,29.12,29.54,30.19,30.85
498,208.0,138.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,30.83,26.950625,2.253007625236763,24.82,24.82,24.82,24.59,24.59,24.49,25.17,25.77,27.46,27.57,27.8,30.33,29.04,29.37,29.74,30.83
94,369.9375,497.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.66,30.76,27.649375,2.1246954745033464,24.66,25.35,25.35,25.61,25.77,25.97,26.17,27.2,27.5,28.34,28.58,29.55,30.06,30.76,30.76,30.76
153,323.62499999999994,18.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.78,30.76,27.314375,2.0913660868855546,25.3,24.96,24.91,24.78,24.96,25.7,26.17,26.72,27.29,28.07,28.34,29.08,29.83,29.83,30.33,30.76
455,324.8571428571429,105.71428571428571,7,"z_0,z_1,z_2,z_3,z_4,z_5,z_13",23.75,30.76,27.487142857142857,1.9805822685384669,30.76,27.95,27.95,27.95,27.95,26.1,,,,,,,,23.75,,
36,210.06250000000003,421.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.57,30.64,26.863125,2.0811526816586525,24.57,24.57,24.57,24.57,25.17,25.17,25.17,25.77,27.4,27.8,27.92,28.14,29.26,29.26,29.83,30.64
213,423.5625,215.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.66,30.6,26.833125,1.9605985015742002,24.66,24.66,24.84,24.91,24.96,24.96,25.61,26.1,26.75,28.17,27.5,28.09,28.49,29.2,29.83,30.6
193,334.3125,133.18750000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.3,30.56,26.646875,2.0010113653787673,24.55,24.79,24.3,24.85,24.97,25.16,25.37,25.43,26.1,27.23,27.5,28.34,28.34,28.58,30.28,30.56
922,197.5,295.0,2,"z_11,z_12",30.05,30.51,30.28,0.23000000000000043,,,,,,,,,,,,30.51,30.05,,,
487,301.0,281.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,30.46,26.95625,2.053225739537667,24.49,24.49,24.76,24.82,25.17,25.17,25.17,27.03,27.46,27.53,27.57,28.39,29.35,29.61,29.83,30.46
482,292.5,221.93749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.85,30.45,26.35125,2.173766532427068,24.05,24.09,24.39,23.85,24.14,24.49,24.79,25.61,26.68,27.28,27.28,27.28,27.95,29.61,29.68,30.45
448,89.0,236.06250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.67,30.36,26.39125,2.333438650896997,24.3,24.3,24.3,24.0,23.67,23.85,24.66,25.45,25.93,26.66,28.34,28.34,29.03,29.24,29.83,30.36
28,116.0625,376.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.97,30.33,27.631875,2.2001199363614243,25.17,24.97,25.13,25.43,25.53,25.73,25.93,26.68,27.41,29.01,29.89,30.33,29.91,30.33,30.33,30.33
340,199.0,201.43750000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,30.33,26.910625,2.2229301292157158,24.49,24.52,24.52,24.57,24.52,25.24,25.59,25.77,26.44,28.03,28.63,28.63,28.86,30.1,30.33,30.33
475,52.0,166.81249999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.6,30.33,27.752499999999998,1.5987631938470435,26.03,25.6,25.69,26.24,26.21,26.44,26.89,27.16,28.05,28.34,29.13,29.1,29.1,29.75,30.33,29.98
580,388.0,362.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.81,30.29,25.674375,2.2873264107632303,23.29,23.58,22.81,23.75,23.75,23.75,23.75,25.17,25.17,26.24,26.44,27.26,28.1,28.03,29.41,30.29
977,48.0,491.0,1,z_8,30.26,30.26,30.26,0.0,,,,,,,,,30.26,,,,,,,
484,88.31250000000001,174.93749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.41,30.22,26.855,2.0606249052168613,24.41,24.54,24.63,24.76,24.76,25.17,25.49,26.0,27.18,27.66,27.95,28.47,28.75,29.64,30.05,30.22
20,453.0,348.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.3,30.2,26.38375,1.973543371071434,24.3,24.3,24.3,24.3,24.31,24.33,25.21,25.77,26.72,27.16,27.48,27.57,28.42,28.63,29.14,30.2
98,369.8125,482.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,30.2,26.545625,1.8803156940724073,24.49,24.66,24.66,24.78,24.78,24.78,25.19,25.69,26.17,27.28,27.5,27.95,28.49,28.96,29.15,30.2
330,188.0,185.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,30.11,25.838125,2.2413478610815862,23.29,23.29,23.82,23.82,23.82,23.82,24.4,25.17,25.17,25.93,27.24,27.36,28.38,28.42,29.37,30.11
492,17.125,29.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.41,30.1,26.40625,1.9736700427123073,24.59,24.59,24.59,25.17,24.41,24.54,24.76,25.18,25.77,26.25,27.38,28.04,28.71,28.71,29.71,30.1
451,297.0,267.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.57,30.08,26.839375,1.9890087630211681,24.59,24.57,24.76,24.76,24.76,25.24,25.69,26.1,26.72,27.21,28.34,28.34,28.88,29.52,29.87,30.08
945,300.0,212.0,1,z_14,30.06,30.06,30.06,0.0,,,,,,,,,,,,,,,30.06,
97,448.375,467.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.42,30.05,26.523125,1.893019145274289,24.46,24.46,24.42,24.59,24.82,24.97,25.5,25.58,26.37,27.27,27.5,27.95,27.95,28.69,29.79,30.05
186,454.1875,176.68749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,30.01,25.6725,2.2213467198976393,23.53,23.53,23.29,23.29,23.53,24.0,24.0,24.84,25.36,26.27,26.46,27.28,27.41,28.69,29.27,30.01
326,250.4375,126.18749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.36,29.97,25.535625000000003,2.1796157022225273,23.4,23.65,23.4,23.4,23.36,23.53,24.0,24.3,25.47,25.84,26.37,27.23,27.5,28.09,29.06,29.97
328,144.0,244.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.75,29.97,26.103749999999998,2.280317617679607,23.75,23.75,23.75,23.75,24.0,24.35,24.52,24.78,25.73,26.44,27.36,27.95,28.67,29.15,29.74,29.97
96,502.12500000000006,328.87499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,29.95,26.43625,1.841415471179712,24.57,24.49,24.49,24.59,25.17,25.13,24.97,25.54,26.24,26.68,27.18,27.41,27.95,28.69,29.95,29.93
11,288.0,424.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.26,29.87,26.21,1.808963791787995,24.27,24.33,24.35,24.63,24.26,24.82,24.82,25.53,25.93,26.72,27.16,27.8,27.8,28.05,29.02,29.87
456,203.0,71.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.59,29.83,26.364375000000003,1.7036503776817,24.76,24.76,25.17,24.59,24.59,24.97,25.09,25.53,25.84,26.54,27.12,27.39,28.03,28.25,29.37,29.83
934,34.0,215.0,2,"z_12,z_14",26.36,29.83,28.095,1.7349999999999994,,,,,,,,,,,,,29.83,,26.36,
694,305.43750000000006,205.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",20.52,29.78,24.689375,3.708487678201857,20.52,20.52,20.52,21.45,21.45,21.45,21.78,22.44,23.75,26.78,28.25,27.98,29.25,29.78,29.74,29.37
480,188.5625,216.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.36,29.64,25.317500000000003,1.9217131029370644,23.57,23.58,23.58,23.36,23.41,23.53,24.0,24.14,25.65,26.1,26.1,26.1,26.44,27.41,28.47,29.64
26,263.0,442.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.4,29.61,25.597499999999997,1.9818189246245483,23.4,23.65,24.0,23.4,23.75,23.4,24.33,25.13,25.55,26.22,26.22,26.96,27.16,28.38,28.4,29.61
182,370.6875,234.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.65,29.61,25.66375,1.799617580904343,24.3,24.3,24.3,23.97,24.0,23.65,24.0,24.97,25.77,26.34,26.1,26.1,26.44,27.53,29.24,29.61
333,311.0,151.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.58,29.61,25.848125,1.975658810213697,23.95,23.95,23.58,23.75,23.75,23.75,24.82,25.17,25.6,26.71,27.17,27.53,27.57,27.8,28.86,29.61
453,97.0,248.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.65,29.61,26.051250000000003,2.1146479464676857,24.0,24.0,23.65,24.0,23.67,24.14,24.33,25.43,26.1,26.4,27.12,28.12,28.36,28.63,29.26,29.61
497,239.0,245.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.3,29.61,25.9875,1.672133741660636,24.66,24.63,24.3,24.3,24.3,24.76,24.73,24.76,25.36,26.36,26.88,27.29,27.56,28.05,28.25,29.61
23,225.0,455.0,10,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_10",26.22,29.61,27.296,1.1764539940006151,26.22,26.25,26.25,26.25,26.25,27.44,28.31,27.8,28.58,,29.61,,,,,
184,379.0,27.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,29.56,25.978125,2.0153108282284893,24.27,23.29,23.82,23.82,24.14,24.27,24.57,25.17,26.21,26.44,27.23,27.5,27.67,28.45,29.56,29.24
189,436.0,243.74999999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.94,29.55,26.050624999999997,1.9890841760405717,24.39,23.94,23.99,23.98,24.0,24.27,24.49,25.43,25.74,26.72,26.44,28.34,28.26,27.95,29.32,29.55
544,480.37500000000006,14.374999999999998,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",19.65,29.46,24.935625,3.3109155998567834,19.65,20.86,21.05,20.93,20.93,22.59,25.12,25.43,26.17,26.79,26.44,27.1,28.56,28.62,29.27,29.46
479,12.0,56.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.75,29.36,26.06375,1.921431351232721,24.45,24.35,23.95,24.0,23.75,24.49,24.59,25.17,25.77,26.54,27.16,28.05,28.05,28.4,28.94,29.36
759,501.87499999999994,69.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.44,29.36,24.986250000000002,2.2744611312352645,22.44,22.98,22.44,22.44,22.47,23.0,23.75,24.49,24.59,25.93,26.34,26.44,27.16,27.46,28.49,29.36
450,200.06250000000003,283.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.58,29.29,26.048125,2.1390044961091124,23.8,23.68,23.58,23.81,24.0,24.35,24.57,24.76,26.1,26.81,27.52,28.11,28.49,28.63,29.29,29.27
22,418.62499999999994,394.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.4,29.26,25.381875,1.92185853651485,23.41,23.4,23.81,23.53,23.53,23.65,23.85,24.14,25.65,25.77,26.1,27.26,26.79,27.61,28.35,29.26
496,157.0,199.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,29.26,25.914375,1.8010065545063962,23.29,23.82,24.14,24.44,24.66,24.66,24.66,25.47,25.5,26.24,26.68,27.29,27.56,27.95,29.01,29.26
506,474.0,109.87500000000001,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,29.26,23.5125,4.778547765796634,15.87,15.87,15.87,17.8,17.8,24.76,25.18,25.54,25.93,26.37,26.23,26.86,27.41,27.5,27.95,29.26
65,189.0,371.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.75,29.24,26.35125,2.0439204821861345,23.75,23.75,24.4,24.54,24.54,24.7,24.93,25.43,25.69,27.23,28.1,28.56,28.74,28.94,29.08,29.24
21,229.75,397.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.82,29.14,26.084375,1.8669158013619684,23.85,23.82,24.14,24.14,24.14,24.49,25.26,25.77,25.97,26.55,27.11,27.28,28.25,28.3,29.14,29.14
672,251.0,344.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.93,29.14,25.379375,2.2531185852890654,23.08,23.22,22.93,23.22,23.21,23.44,23.57,24.14,24.7,26.1,27.4,27.22,27.8,28.34,28.56,29.14
508,397.22222222222223,221.22222222222223,9,"z_0,z_1,z_2,z_9,z_10,z_11,z_12,z_13,z_14",26.44,29.1,27.482222222222223,0.7147459187676849,26.44,27.95,27.18,,,,,,,29.1,27.95,27.18,27.18,27.18,27.18,
343,36.0,72.5625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.53,29.09,25.745625,1.9607809947505612,23.65,23.67,23.65,23.53,23.81,24.3,24.62,24.84,25.35,26.55,26.68,27.28,27.95,27.95,29.01,29.09
592,334.4375,214.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",18.47,29.02,24.88,2.679853074330755,18.47,19.21,24.57,24.57,24.54,24.0,24.3,24.76,25.55,25.65,25.7,25.74,26.1,27.56,29.02,28.34
471,214.0,221.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",24.49,28.98,26.740625,1.3339484095627543,25.6,24.49,25.69,26.17,25.58,25.74,25.77,26.24,26.24,26.24,28.03,28.03,28.04,28.07,28.98,28.94
763,346.625,280.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.31,28.75,24.288125,1.8083909241021425,22.76,22.85,22.31,22.98,22.47,23.08,23.08,23.36,23.65,24.3,24.73,25.44,25.5,26.17,27.18,28.75
485,137.0,34.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,28.73,25.25625,1.7661004890718985,23.53,23.85,23.29,23.29,23.75,23.8,24.01,24.49,24.91,25.36,26.18,26.46,26.55,27.95,27.95,28.73
775,230.0,236.14285714285714,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_7,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.44,28.63,26.824999999999996,1.7664522556323363,24.0,23.92,27.08,27.08,28.63,28.34,,28.18,,28.18,28.18,28.16,28.16,26.1,26.1,23.44
191,474.0,44.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",21.45,28.62,24.63625,1.9001245847312225,23.75,23.75,23.75,23.47,21.45,22.63,22.86,23.44,23.95,24.52,25.45,25.73,26.07,27.18,27.56,28.62
243,182.0,349.87499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.75,28.58,25.635625,1.787732393110054,23.81,23.75,23.8,23.81,23.95,24.16,24.45,24.54,25.54,25.69,26.88,27.09,27.67,28.11,28.34,28.58
761,495.0,162.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.05,28.58,24.8275,1.820856597868157,23.05,23.13,23.13,23.13,23.13,23.47,23.53,24.0,24.35,24.63,25.51,25.93,26.45,27.56,27.66,28.58
188,409.12500000000006,112.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,28.56,25.330624999999998,1.8616070636348045,23.8,23.44,23.4,23.29,23.29,23.29,23.82,24.85,25.43,25.99,26.1,27.08,27.5,27.5,27.95,28.56
755,456.0,191.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.54,28.47,24.611875,1.9991598821442473,23.05,22.86,22.77,22.54,22.54,22.83,22.83,23.67,24.14,25.17,25.6,25.73,26.34,27.16,28.09,28.47
765,356.0,312.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.08,28.43,25.107499999999998,1.8036993236124477,23.08,23.57,23.57,23.08,23.57,23.57,23.81,24.3,24.3,25.51,25.97,26.6,27.11,27.11,28.14,28.43
472,297.5,299.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",23.29,28.39,25.646875,1.7679533320693175,24.0,24.0,23.65,23.29,23.29,24.22,24.49,25.41,26.05,26.28,26.68,27.18,27.36,27.67,28.39,28.39
800,348.0,301.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",22.77,28.39,24.88375,1.9872778963949658,22.98,22.77,22.77,23.0,23.0,23.25,23.58,23.75,24.4,25.17,25.78,26.74,27.22,27.54,27.8,28.39
