Center_X_px,Center_Y_px,Diameter_μm,slide
91.0,79.0,42.22,z12
324.0,354.0,42.21,z14
299.0,489.0,42.18,z12
490.0,76.0,42.18,z15
132.0,44.0,42.18,z14
176.0,257.0,42.03,z15
185.0,188.0,42.03,z15
242.0,260.0,41.93,z13
126.0,87.0,41.87,z15
266.0,376.0,41.84,z15
367.0,354.0,41.83,z15
86.0,32.0,41.79,z15
411.0,171.0,41.79,z15
260.0,309.0,41.71,z15
303.0,356.0,41.65,z14
190.0,404.0,41.59,z13
451.0,270.0,41.52,z15
149.0,250.0,41.52,z14
105.0,434.0,41.51,z14
365.0,281.0,41.51,z15
275.0,106.0,41.49,z15
455.0,407.0,41.47,z14
348.0,165.0,41.41,z15
460.0,288.0,41.28,z15
123.0,404.0,41.2,z14
325.0,463.0,41.2,z13
177.0,169.0,41.19,z15
361.0,77.0,41.18,z14
68.0,393.0,41.18,z15
464.0,207.0,41.17,z15
339.0,130.0,41.16,z14
423.0,441.0,41.13,z13
170.0,202.0,41.09,z15
457.0,228.0,41.09,z15
26.0,247.0,41.03,z15
295.0,440.0,40.99,z15
406.0,51.0,40.98,z13
162.0,444.0,40.89,z15
107.0,93.0,40.8,z15
190.0,50.0,40.78,z13
482.0,442.0,40.76,z14
83.0,97.0,40.71,z15
287.0,161.0,40.7,z13
124.0,468.0,40.64,z15
274.0,126.0,40.62,z15
404.0,9.0,40.61,z10
67.0,436.0,40.61,z15
88.0,333.0,40.59,z11
359.0,182.0,40.55,z14
247.0,369.0,40.54,z13
21.0,394.0,40.52,z14
188.0,22.0,40.49,z13
289.0,142.0,40.49,z13
60.0,29.0,40.48,z15
443.0,424.0,40.46,z14
201.0,369.0,40.35,z15
138.0,123.0,40.35,z15
375.0,217.0,40.25,z14
46.0,159.0,40.25,z15
254.0,127.0,40.24,z15
368.0,161.0,40.14,z15
369.0,199.0,40.07,z15
469.0,187.0,40.07,z15
257.0,234.0,40.07,z15
50.0,446.0,40.05,z15
310.0,314.0,40.04,z15
115.0,10.0,39.92,z15
145.0,279.0,39.92,z15
66.0,250.0,39.86,z15
43.0,140.0,39.82,z15
74.0,68.0,39.8,z13
306.0,156.0,39.75,z15
10.0,168.0,39.61,z05
182.0,67.0,39.61,z15
440.0,255.0,39.53,z15
139.0,232.0,39.53,z13
141.0,146.0,39.53,z15
471.0,129.0,39.53,z00
477.0,300.0,39.53,z14
357.0,214.0,39.49,z14
431.0,272.0,39.46,z15
337.0,446.0,39.45,z14
251.0,160.0,39.43,z15
246.0,451.0,39.42,z13
69.0,456.0,39.32,z15
40.0,17.0,39.31,z15
477.0,144.0,39.31,z14
166.0,424.0,39.19,z14
96.0,15.0,39.17,z14
445.0,173.0,39.14,z13
205.0,453.0,39.06,z15
178.0,233.0,39.06,z15
108.0,115.0,39.05,z15
55.0,375.0,39.04,z14
31.0,172.0,39.01,z15
430.0,461.0,38.98,z15
417.0,328.0,38.95,z12
36.0,192.0,38.92,z15
250.0,215.0,38.9,z14
71.0,156.0,38.77,z15
353.0,405.0,38.75,z15
50.0,425.0,38.75,z15
370.0,311.0,38.73,z15
315.0,372.0,38.58,z14
435.0,151.0,38.57,z14
214.0,229.0,38.57,z13
104.0,467.0,38.57,z15
303.0,402.0,38.56,z15
111.0,166.0,38.54,z15
414.0,416.0,38.53,z15
41.0,287.0,38.44,z15
231.0,100.0,38.42,z14
172.0,327.0,38.34,z14
225.0,405.0,38.31,z14
418.0,293.0,38.25,z15
160.0,290.0,38.25,z15
49.0,178.0,38.25,z12
262.0,419.0,38.16,z15
138.0,168.0,38.06,z15
227.0,309.0,38.02,z14
109.0,486.0,38.02,z14
301.0,331.0,37.91,z15
126.0,425.0,37.89,z15
183.0,282.0,37.84,z15
249.0,14.0,37.73,z15
344.0,352.0,37.7,z15
267.0,9.0,37.69,z15
384.0,444.0,37.64,z13
202.0,263.0,37.62,z15
396.0,412.0,37.57,z14
32.0,271.0,37.39,z15
490.0,327.0,37.3,z14
446.0,316.0,37.29,z13
213.0,139.0,37.29,z15
481.0,202.0,37.27,z15
401.0,187.0,37.23,z15
247.0,475.0,37.07,z15
251.0,387.0,37.04,z14
264.0,282.0,37.01,z15
232.0,49.0,36.95,z15
111.0,75.0,36.93,z15
389.0,311.0,36.92,z14
371.0,263.0,36.92,z15
352.0,266.0,36.85,z15
158.0,48.0,36.76,z15
80.0,50.0,36.67,z15
387.0,203.0,36.67,z14
405.0,204.0,36.64,z15
67.0,414.0,36.61,z15
19.0,186.0,36.57,z15
9.0,131.0,36.55,z15
286.0,45.0,36.52,z14
358.0,374.0,36.52,z15
247.0,37.0,36.49,z13
253.0,491.0,36.47,z15
123.0,443.0,36.47,z14
320.0,128.0,36.45,z14
483.0,345.0,36.45,z13
325.0,87.0,36.44,z13
464.0,344.0,36.38,z15
390.0,60.0,36.38,z15
360.0,39.0,36.38,z15
503.0,116.0,36.38,z14
34.0,359.0,36.37,z15
126.0,492.0,36.37,z15
150.0,472.0,36.33,z14
473.0,85.0,36.26,z14
379.0,405.0,36.24,z15
322.0,146.0,36.21,z13
463.0,482.0,36.12,z05
13.0,90.0,36.1,z14
344.0,465.0,36.08,z15
175.0,384.0,36.07,z14
20.0,338.0,35.97,z15
233.0,388.0,35.95,z15
383.0,186.0,35.84,z14
439.0,492.0,35.84,z08
164.0,64.0,35.84,z15
227.0,65.0,35.84,z15
174.0,37.0,35.84,z15
398.0,111.0,35.75,z14
137.0,103.0,35.72,z15
148.0,73.0,35.72,z14
261.0,26.0,35.71,z13
188.0,343.0,35.66,z15
315.0,48.0,35.6,z14
356.0,55.0,35.6,z15
423.0,257.0,35.58,z15
297.0,224.0,35.53,z15
351.0,433.0,35.48,z14
445.0,214.0,35.48,z15
217.0,88.0,35.46,z15
490.0,361.0,35.46,z15
471.0,238.0,35.45,z03
314.0,478.0,35.42,z15
285.0,282.0,35.29,z15
47.0,97.0,35.27,z15
89.0,183.0,35.16,z15
316.0,31.0,35.1,z15
419.0,310.0,35.07,z15
268.0,449.0,35.06,z14
357.0,338.0,35.01,z15
272.0,348.0,35.01,z14
379.0,46.0,34.98,z15
447.0,390.0,34.92,z15
339.0,149.0,34.92,z15
373.0,62.0,34.89,z15
433.0,335.0,34.78,z15
479.0,387.0,34.77,z14
33.0,303.0,34.71,z15
485.0,157.0,34.69,z00
451.0,333.0,34.67,z15
484.0,489.0,34.67,z01
169.0,20.0,34.49,z13
501.0,473.0,34.49,z02
299.0,57.0,34.46,z15
327.0,308.0,34.32,z15
445.0,373.0,34.3,z14
227.0,218.0,34.28,z15
385.0,100.0,34.23,z15
409.0,497.0,34.2,z14
50.0,356.0,34.1,z15
372.0,91.0,33.95,z15
260.0,463.0,33.86,z15
350.0,197.0,33.71,z14
273.0,296.0,33.71,z14
230.0,240.0,33.66,z15
342.0,182.0,33.61,z15
498.0,196.0,33.59,z15
294.0,103.0,33.59,z15
344.0,228.0,33.59,z15
224.0,259.0,33.52,z15
125.0,154.0,33.47,z15
348.0,388.0,33.33,z15
366.0,22.0,33.19,z14
17.0,310.0,33.12,z15
389.0,269.0,33.11,z15
488.0,128.0,33.08,z13
250.0,53.0,33.04,z14
203.0,35.0,32.94,z15
200.0,65.0,32.94,z15
175.0,298.0,32.94,z15
453.0,496.0,32.94,z15
491.0,310.0,32.94,z15
169.0,344.0,32.94,z15
283.0,324.0,32.94,z15
93.0,398.0,32.72,z15
493.0,457.0,32.71,z15
307.0,138.0,32.69,z15
243.0,302.0,32.63,z15
388.0,461.0,32.61,z15
306.0,87.0,32.61,z15
225.0,456.0,32.45,z15
397.0,372.0,32.43,z15
104.0,411.0,32.32,z15
225.0,440.0,32.26,z15
155.0,165.0,32.19,z15
323.0,285.0,32.19,z14
288.0,346.0,32.19,z15
143.0,379.0,32.18,z15
108.0,450.0,32.13,z15
51.0,44.0,32.13,z15
291.0,29.0,32.13,z15
496.0,489.0,32.05,z14
386.0,390.0,32.01,z15
167.0,219.0,31.98,z15
224.0,424.0,31.95,z15
92.0,421.0,31.95,z15
414.0,457.0,31.88,z15
99.0,235.0,31.87,z15
422.0,8.0,31.86,z15
383.0,233.0,31.81,z14
183.0,421.0,31.81,z15
58.0,490.0,31.73,z03
75.0,490.0,31.73,z05
458.0,244.0,31.73,z15
336.0,241.0,31.67,z15
437.0,480.0,31.6,z13
118.0,242.0,31.58,z15
447.0,101.0,31.51,z15
160.0,378.0,31.38,z15
172.0,400.0,31.37,z15
262.0,43.0,31.36,z14
303.0,123.0,31.29,z15
400.0,450.0,31.29,z15
202.0,335.0,31.26,z15
415.0,108.0,31.25,z15
373.0,33.0,31.25,z01
67.0,105.0,31.25,z15
439.0,199.0,31.25,z15
226.0,327.0,31.24,z15
64.0,184.0,31.05,z15
307.0,193.0,31.01,z15
160.0,408.0,31.01,z15
337.0,278.0,31.01,z15
237.0,25.0,30.97,z00
47.0,490.0,30.97,z11
433.0,305.0,30.9,z14
145.0,89.0,30.85,z15
250.0,71.0,30.83,z15
330.0,22.0,30.76,z15
214.0,246.0,30.76,z15
249.0,143.0,30.52,z15
337.0,399.0,30.5,z15
223.0,293.0,30.39,z15
391.0,500.0,30.33,z05
32.0,104.0,30.33,z15
373.0,246.0,30.17,z15
136.0,480.0,30.17,z15
117.0,53.0,30.14,z15
310.0,102.0,30.13,z15
148.0,489.0,30.05,z15
502.0,136.0,30.05,z11
432.0,365.0,30.05,z15
12.0,115.0,29.98,z15
23.0,288.0,29.93,z15
108.0,257.0,29.92,z15
260.0,359.0,29.87,z15
384.0,166.0,29.87,z15
44.0,387.0,29.86,z15
167.0,275.0,29.86,z15
267.0,89.0,29.83,z14
447.0,115.0,29.83,z15
33.0,60.0,29.83,z15
501.0,173.0,29.83,z01
425.0,52.0,29.81,z15
329.0,227.0,29.64,z15
289.0,117.0,29.61,z13
80.0,114.0,29.61,z15
138.0,413.0,29.61,z15
165.0,466.0,29.61,z15
233.0,83.0,29.41,z14
288.0,267.0,29.36,z15
486.0,186.0,29.26,z15
84.0,434.0,29.24,z15
424.0,476.0,29.18,z15
239.0,228.0,29.07,z15
8.0,289.0,29.0,z15
277.0,22.0,28.98,z15
366.0,413.0,28.94,z15
289.0,13.0,28.94,z13
493.0,241.0,28.94,z15
283.0,308.0,28.92,z15
486.0,426.0,28.86,z15
431.0,320.0,28.63,z15
429.0,167.0,28.63,z15
120.0,103.0,28.63,z15
273.0,269.0,28.61,z15
302.0,40.0,28.56,z15
213.0,73.0,28.54,z15
274.0,69.0,28.51,z15
287.0,460.0,28.49,z15
459.0,27.0,28.47,z14
19.0,63.0,28.47,z15
316.0,298.0,28.47,z15
468.0,499.0,28.42,z01
236.0,500.0,28.4,z15
11.0,245.0,28.4,z00
122.0,260.0,28.38,z15
302.0,112.0,28.34,z00
301.0,262.0,28.34,z15
482.0,114.0,28.34,z14
323.0,249.0,28.34,z15
503.0,80.0,28.34,z15
291.0,474.0,28.34,z15
253.0,85.0,28.12,z15
145.0,58.0,28.09,z15
312.0,341.0,28.09,z15
316.0,15.0,28.05,z14
73.0,127.0,27.95,z15
412.0,223.0,27.8,z15
115.0,348.0,27.61,z12
427.0,425.0,27.57,z15
295.0,239.0,27.46,z15
64.0,52.0,27.41,z15
174.0,53.0,27.41,z15
334.0,294.0,27.39,z15
158.0,31.0,27.36,z15
251.0,200.0,27.36,z15
291.0,252.0,27.26,z15
178.0,152.0,27.17,z15
400.0,300.0,27.16,z14
397.0,250.0,27.16,z05
235.0,486.0,27.11,z15
304.0,21.0,26.94,z15
368.0,232.0,26.89,z15
82.0,245.0,26.72,z13
493.0,33.0,26.72,z15
179.0,8.0,26.72,z15
325.0,488.0,26.68,z15
408.0,363.0,26.68,z15
213.0,415.0,26.68,z15
7.0,348.0,26.68,z01
132.0,250.0,26.68,z15
189.0,379.0,26.54,z15
101.0,150.0,26.44,z15
331.0,7.0,26.1,z06
93.0,121.0,26.1,z15
352.0,90.0,26.1,z13
309.0,177.0,25.91,z15
419.0,368.0,25.74,z15
366.0,434.0,25.7,z15
298.0,275.0,25.54,z15
164.0,246.0,25.53,z15
449.0,158.0,25.45,z15
335.0,256.0,25.17,z15
13.0,75.0,25.17,z13
340.0,84.0,25.17,z15
212.0,153.0,25.09,z15
295.0,315.0,24.78,z15
189.0,301.0,24.78,z15
53.0,409.0,24.7,z15
461.0,304.0,24.66,z15
263.0,76.0,24.57,z15
204.0,353.0,24.54,z15
401.0,157.0,24.52,z00
125.0,179.0,24.52,z15
78.0,83.0,24.4,z00
300.0,343.0,24.4,z00
343.0,336.0,24.3,z15
418.0,198.0,24.3,z00
435.0,77.0,24.3,z15
370.0,296.0,23.95,z12
205.0,405.0,23.95,z15
279.0,242.0,23.82,z15
233.0,250.0,23.75,z00
92.0,410.0,23.58,z01
202.0,280.0,23.53,z15
157.0,208.0,23.47,z15
239.0,379.0,23.34,z00
57.0,149.0,23.29,z15
491.0,142.0,23.29,z00
237.0,463.0,23.29,z14
396.0,237.0,23.29,z05
95.0,247.0,23.12,z15
461.0,386.0,23.05,z13
173.0,312.0,23.0,z15
139.0,499.0,22.95,z15
274.0,461.0,22.85,z15
79.0,422.0,22.85,z15
49.0,82.0,22.83,z15
335.0,388.0,22.83,z01
146.0,37.0,22.83,z15
280.0,379.0,22.75,z15
459.0,177.0,22.61,z00
360.0,123.0,22.59,z14
314.0,115.0,22.55,z15
70.0,40.0,22.54,z15
401.0,464.0,22.54,z15
279.0,257.0,22.54,z15
486.0,400.0,22.44,z15
485.0,375.0,22.44,z15
373.0,176.0,22.44,z15
456.0,187.0,22.15,z15
326.0,271.0,22.13,z15
286.0,59.0,22.12,z15
45.0,31.0,21.77,z15
77.0,191.0,21.68,z15
28.0,348.0,21.67,z14
19.0,103.0,21.45,z15
56.0,14.0,21.45,z13
281.0,449.0,21.45,z15
27.0,472.0,21.41,z01
498.0,61.0,21.25,z15
504.0,33.0,21.25,z15
308.0,251.0,21.12,z14
202.0,17.0,21.08,z15
349.0,120.0,21.08,z12
389.0,326.0,21.02,z15
465.0,275.0,20.91,z15
232.0,35.0,20.84,z15
227.0,230.0,20.83,z00
302.0,475.0,20.64,z01
381.0,299.0,20.62,z15
472.0,12.0,20.52,z12
450.0,485.0,20.52,z15
131.0,135.0,20.52,z01
264.0,117.0,20.52,z00
184.0,202.0,20.26,z15
471.0,398.0,20.25,z14
402.0,65.0,20.24,z11
258.0,294.0,20.04,z15
240.0,62.0,20.04,z12
350.0,279.0,19.98,z14
336.0,95.0,19.98,z13
345.0,288.0,19.93,z14
191.0,174.0,19.93,z13
379.0,277.0,19.93,z15
233.0,474.0,19.93,z15
242.0,92.0,19.9,z11
405.0,289.0,19.83,z15
392.0,47.0,19.81,z15
329.0,434.0,19.79,z12
279.0,337.0,19.76,z15
193.0,356.0,19.67,z15
366.0,476.0,19.65,z13
358.0,422.0,19.59,z15
354.0,361.0,19.47,z12
328.0,58.0,19.46,z15
286.0,231.0,19.45,z15
357.0,228.0,19.4,z15
373.0,103.0,19.21,z00
424.0,37.0,19.21,z15
112.0,152.0,19.21,z14
123.0,113.0,19.21,z13
174.0,413.0,18.87,z15
363.0,324.0,18.85,z15
445.0,5.0,18.63,z00
502.0,307.0,18.63,z15
153.0,225.0,18.41,z15
348.0,453.0,18.02,z15
467.0,468.0,18.02,z11
168.0,9.0,17.94,z01
319.0,5.0,17.92,z14
33.0,384.0,17.92,z01
153.0,417.0,17.92,z01
367.0,51.0,17.8,z15
200.0,137.0,17.68,z12
70.0,138.0,17.31,z15
102.0,127.0,17.28,z13
259.0,185.0,17.26,z15
130.0,203.0,17.07,z12
263.0,211.0,17.0,z10
346.0,255.0,17.0,z13
138.0,358.0,16.87,z15
110.0,400.0,16.8,z15
326.0,238.0,16.8,z15
251.0,331.0,16.5,z13
65.0,369.0,16.28,z00
411.0,184.0,16.28,z00
422.0,395.0,16.03,z12
188.0,499.0,16.03,z00
25.0,375.0,15.93,z13
113.0,424.0,15.87,z15
155.0,461.0,15.87,z11
216.0,448.0,15.87,z13
409.0,37.0,15.87,z00
138.0,80.0,15.87,z00
126.0,347.0,15.87,z00
26.0,428.0,15.57,z12
223.0,77.0,15.57,z00
286.0,219.0,15.49,z12
427.0,109.0,15.47,z14
40.0,432.0,15.32,z13
90.0,375.0,15.32,z00
108.0,48.0,15.17,z15
134.0,443.0,15.17,z15
407.0,374.0,15.14,z00
285.0,294.0,15.02,z15
8.0,61.0,15.02,z15
185.0,332.0,15.02,z00
410.0,444.0,15.02,z12
69.0,115.0,15.02,z00
463.0,417.0,15.02,z14
321.0,99.0,15.02,z14
202.0,219.0,15.02,z01
5.0,311.0,14.78,z00
151.0,139.0,14.37,z00
254.0,275.0,14.27,z00
144.0,328.0,14.21,z00
334.0,317.0,14.21,z13
150.0,155.0,14.21,z00
327.0,136.0,14.17,z01
287.0,431.0,14.06,z00
57.0,460.0,13.99,z00
429.0,198.0,13.98,z00
304.0,503.0,13.98,z14
195.0,422.0,13.98,z00
408.0,407.0,13.75,z12
277.0,138.0,13.6,z13
186.0,37.0,13.6,z00
236.0,294.0,13.51,z00
273.0,319.0,13.51,z13
265.0,99.0,13.48,z14
50.0,205.0,13.18,z09
40.0,249.0,13.18,z13
15.0,157.0,12.15,z13
23.0,9.0,11.44,z08
228.0,187.0,11.22,z03
453.0,70.0,11.22,z15
70.0,359.0,11.22,z11
82.0,228.0,10.62,z05
156.0,194.0,6.59,z10
