Center_X_px,Center_Y_px,Diameter_μm,slide
44.0,261.0,15.87,z08
330.0,137.0,15.39,z07
431.0,307.0,15.21,z12
263.0,471.0,15.09,z13
374.0,325.0,15.02,z00
215.0,315.0,15.02,z09
505.0,44.0,15.02,z09
451.0,484.0,14.73,z12
230.0,105.0,14.37,z13
147.0,450.0,14.37,z13
47.0,210.0,14.27,z12
504.0,325.0,14.27,z08
92.0,109.0,14.17,z00
186.0,153.0,14.06,z09
102.0,81.0,14.02,z11
142.0,144.0,13.99,z11
239.0,323.0,13.99,z08
407.0,420.0,13.98,z09
5.0,7.0,13.6,z11
76.0,295.0,13.6,z00
23.0,260.0,13.42,z00
168.0,10.0,13.42,z09
484.0,429.0,13.42,z00
296.0,429.0,13.36,z09
439.0,103.0,13.34,z11
474.0,412.0,13.18,z00
12.0,227.0,12.81,z00
4.0,262.0,12.59,z00
37.0,429.0,12.15,z01
366.0,464.0,12.15,z00
99.0,344.0,12.15,z11
167.0,505.0,12.15,z02
506.0,188.0,12.15,z09
420.0,123.0,11.65,z09
430.0,210.0,11.53,z09
436.0,296.0,11.44,z08
48.0,322.0,11.31,z11
155.0,26.0,10.45,z00
194.0,79.0,9.32,z04
236.0,387.0,9.32,z09
431.0,189.0,9.03,z08
290.0,49.0,8.59,z09
