XY_Distance,BF_Mask_ID,BF_Center_X_px,BF_Center_Y_px,BF_Diameter_μm,BF_Mean_Intensity,BF_Area_μm²,BF_Circularity,F_Mask_ID,F_Center_X_px,F_Center_Y_px,F_Diameter_μm,F_Mean_Intensity,F_Area_μm²,F_Circularity
1.4142135623730951,528.0,339.0,44.0,46.38,179.09,1596.54,0.901,555.0,340.0,43.0,48.35,42.01,1702.42,0.9
1.0,531.0,176.0,97.0,44.72,180.89,1441.52,0.909,545.0,176.0,96.0,45.83,27.59,1512.11,0.898
2.23606797749979,532.0,165.0,219.0,45.48,180.25,1518.34,0.905,546.0,166.0,217.0,47.36,37.61,1615.92,0.896
1.4142135623730951,532.0,165.0,219.0,45.48,180.25,1518.34,0.905,619.0,166.0,218.0,48.74,38.61,1690.66,0.886
1.4142135623730951,533.0,340.0,87.0,44.52,181.5,1471.28,0.877,552.0,341.0,86.0,46.5,35.74,1585.47,0.895
1.4142135623730951,536.0,298.0,127.0,46.68,180.2,1613.84,0.891,547.0,299.0,126.0,47.62,31.73,1627.68,0.883
1.4142135623730951,539.0,188.0,262.0,44.7,181.74,1471.97,0.886,538.0,189.0,261.0,46.08,42.67,1526.64,0.886
2.23606797749979,541.0,110.0,357.0,44.86,176.34,1481.66,0.904,529.0,111.0,355.0,46.55,45.78,1584.78,0.903
1.0,543.0,148.0,367.0,44.28,179.18,1433.22,0.892,558.0,148.0,366.0,45.71,46.9,1492.04,0.873
1.4142135623730951,544.0,227.0,64.0,44.76,179.57,1447.06,0.895,557.0,228.0,63.0,46.43,33.09,1556.4,0.879
2.23606797749979,546.0,305.0,169.0,49.04,179.66,1741.87,0.913,553.0,306.0,167.0,50.37,33.25,1853.98,0.893
2.23606797749979,546.0,305.0,169.0,49.04,179.66,1741.87,0.913,592.0,306.0,167.0,50.73,32.76,1892.04,0.893
1.0,547.0,126.0,214.0,43.92,180.23,1435.29,0.896,531.0,126.0,213.0,46.53,35.48,1550.87,0.892
1.4142135623730951,548.0,230.0,376.0,48.3,179.89,1721.11,0.89,569.0,231.0,375.0,49.17,47.85,1761.94,0.899
1.4142135623730951,548.0,230.0,376.0,48.3,179.89,1721.11,0.89,628.0,231.0,375.0,50.57,47.04,1815.22,0.891
2.23606797749979,549.0,296.0,233.0,44.04,185.04,1423.53,0.898,560.0,297.0,231.0,45.86,36.72,1510.73,0.902
1.4142135623730951,550.0,82.0,276.0,45.71,176.42,1544.64,0.904,548.0,83.0,275.0,47.46,40.47,1653.98,0.885
1.4142135623730951,551.0,208.0,297.0,45.46,181.55,1516.96,0.905,570.0,209.0,296.0,46.81,45.04,1558.48,0.9
1.4142135623730951,551.0,208.0,297.0,45.46,181.55,1516.96,0.905,644.0,209.0,296.0,48.0,44.16,1651.9,0.888
1.4142135623730951,552.0,320.0,320.0,42.63,186.56,1331.49,0.884,562.0,321.0,319.0,45.29,36.45,1485.81,0.907
1.4142135623730951,553.0,181.0,329.0,49.17,177.45,1786.85,0.889,565.0,182.0,328.0,51.56,48.4,1915.57,0.889
1.4142135623730951,553.0,181.0,329.0,49.17,177.45,1786.85,0.889,611.0,182.0,328.0,52.73,48.08,1973.7,0.88
1.4142135623730951,554.0,140.0,324.0,43.79,180.91,1420.76,0.896,568.0,141.0,323.0,46.18,45.45,1534.95,0.886
1.4142135623730951,555.0,66.0,187.0,47.39,171.04,1667.13,0.901,533.0,67.0,186.0,49.22,29.76,1780.62,0.894
2.23606797749979,555.0,66.0,187.0,47.39,171.04,1667.13,0.901,602.0,67.0,185.0,50.52,27.65,1829.76,0.9
1.4142135623730951,561.0,254.0,124.0,44.5,181.76,1449.83,0.873,542.0,255.0,123.0,46.01,29.18,1548.79,0.894
1.4142135623730951,562.0,231.0,334.0,48.65,179.37,1746.02,0.899,563.0,232.0,333.0,50.34,46.62,1853.29,0.885
1.4142135623730951,565.0,45.0,260.0,44.56,175.63,1464.36,0.902,532.0,46.0,259.0,46.2,37.18,1551.56,0.884
2.8284271247461903,567.0,268.0,261.0,45.42,183.26,1528.03,0.899,549.0,270.0,259.0,47.41,40.68,1599.31,0.891
1.4142135623730951,569.0,302.0,62.0,46.67,175.79,1605.54,0.887,539.0,303.0,61.0,48.47,36.43,1710.03,0.907
1.4142135623730951,570.0,188.0,371.0,48.92,177.52,1767.47,0.891,559.0,189.0,370.0,50.53,49.68,1824.91,0.896
1.0,571.0,339.0,127.0,45.34,182.42,1494.12,0.899,561.0,340.0,127.0,46.97,31.16,1604.84,0.894
1.4142135623730951,572.0,281.0,318.0,42.97,185.89,1361.94,0.88,564.0,282.0,317.0,45.09,40.79,1489.97,0.897
1.4142135623730951,576.0,332.0,253.0,48.68,179.93,1743.25,0.891,540.0,333.0,252.0,50.93,37.45,1896.19,0.884
1.0,580.0,187.0,57.0,46.44,176.63,1577.85,0.887,550.0,187.0,56.0,48.6,32.4,1663.67,0.879
1.4142135623730951,581.0,149.0,39.0,46.54,174.73,1581.31,0.893,537.0,150.0,38.0,48.43,30.19,1708.65,0.895
1.0,582.0,364.0,186.0,44.04,184.85,1435.99,0.906,556.0,364.0,185.0,46.15,31.69,1551.56,0.884
1.4142135623730951,587.0,249.0,296.0,45.38,182.46,1533.56,0.902,571.0,250.0,295.0,47.07,43.87,1563.32,0.883
1.4142135623730951,589.0,212.0,26.0,44.16,177.77,1432.53,0.895,566.0,213.0,25.0,45.42,35.7,1486.51,0.891
1.0,590.0,365.0,227.0,44.39,184.34,1438.75,0.878,541.0,366.0,227.0,45.83,33.38,1529.41,0.888
1.0,593.0,258.0,164.0,43.78,184.85,1422.84,0.919,534.0,258.0,163.0,45.87,30.39,1549.48,0.891
1.0,593.0,258.0,164.0,43.78,184.85,1422.84,0.919,601.0,258.0,163.0,46.58,29.82,1590.31,0.878
1.4142135623730951,595.0,228.0,259.0,45.09,181.99,1489.97,0.897,554.0,229.0,258.0,46.56,41.39,1585.47,0.895
2.8284271247461903,596.0,206.0,224.0,48.57,178.69,1696.19,0.873,551.0,208.0,222.0,50.18,40.17,1826.3,0.886
1.4142135623730951,598.0,161.0,290.0,44.3,181.55,1431.14,0.894,567.0,162.0,289.0,45.88,43.93,1538.41,0.902
1.4142135623730951,599.0,298.0,127.0,47.84,181.29,1671.28,0.876,547.0,299.0,126.0,47.62,31.73,1627.68,0.883
1.4142135623730951,600.0,147.0,367.0,44.59,180.84,1486.51,0.886,558.0,148.0,366.0,45.71,46.9,1492.04,0.873
2.23606797749979,602.0,248.0,296.0,46.83,180.56,1616.61,0.893,571.0,250.0,295.0,47.07,43.87,1563.32,0.883
1.4142135623730951,603.0,365.0,228.0,47.59,185.12,1521.11,0.872,541.0,366.0,227.0,45.83,33.38,1529.41,0.888
3.0,604.0,159.0,970.0,50.94,166.06,1880.28,0.89,306.0,159.0,967.0,51.7,48.66,1913.49,0.88
2.23606797749979,605.0,230.0,705.0,48.51,177.99,1738.41,0.892,296.0,231.0,703.0,49.63,39.85,1796.54,0.894
3.0,607.0,891.0,901.0,48.47,175.9,1670.59,0.883,115.0,891.0,898.0,48.29,44.27,1648.44,0.883
2.0,610.0,111.0,616.0,45.54,177.99,1514.19,0.891,262.0,111.0,614.0,46.09,34.37,1562.63,0.902
2.0,610.0,111.0,616.0,45.54,177.99,1514.19,0.891,646.0,111.0,614.0,47.49,35.75,1606.92,0.899
3.0,611.0,522.0,662.0,60.45,175.72,2727.34,0.883,67.0,522.0,659.0,60.56,53.64,2729.41,0.878
2.0,613.0,516.0,833.0,49.56,179.81,1772.32,0.89,16.0,516.0,831.0,51.11,45.5,1892.73,0.886
2.23606797749979,614.0,422.0,631.0,48.68,181.9,1723.88,0.892,139.0,423.0,629.0,48.96,45.74,1728.72,0.876
2.23606797749979,617.0,478.0,857.0,48.11,180.1,1709.34,0.888,60.0,479.0,855.0,49.62,42.73,1815.22,0.907
3.0,619.0,672.0,791.0,56.75,176.02,2381.31,0.891,70.0,672.0,788.0,57.2,50.7,2417.3,0.891
3.605551275463989,620.0,74.0,657.0,50.06,174.26,1814.53,0.877,282.0,76.0,654.0,50.22,36.56,1869.9,0.893
2.0,621.0,471.0,645.0,47.24,187.18,1636.68,0.884,133.0,471.0,643.0,47.74,45.39,1654.67,0.878
1.0,621.0,471.0,645.0,47.24,187.18,1636.68,0.884,634.0,471.0,644.0,48.13,46.32,1695.5,0.896
2.23606797749979,622.0,132.0,474.0,56.08,170.67,2287.89,0.891,263.0,133.0,472.0,56.29,51.09,2303.11,0.887
1.4142135623730951,626.0,468.0,88.0,46.55,184.65,1585.47,0.895,442.0,469.0,87.0,47.64,38.1,1631.14,0.904
1.4142135623730951,626.0,468.0,88.0,46.55,184.65,1585.47,0.895,470.0,469.0,87.0,48.44,37.96,1669.2,0.894
1.0,626.0,468.0,88.0,46.55,184.65,1585.47,0.895,521.0,469.0,88.0,48.98,37.23,1670.59,0.906
1.4142135623730951,629.0,132.0,473.0,52.94,174.85,1985.47,0.864,263.0,133.0,472.0,56.29,51.09,2303.11,0.887
1.4142135623730951,630.0,796.0,264.0,72.89,172.31,3909.34,0.884,401.0,797.0,263.0,70.92,53.5,3770.93,0.895
2.8284271247461903,631.0,650.0,583.0,52.61,180.13,1853.98,0.863,34.0,652.0,581.0,50.23,47.54,1822.84,0.892
3.605551275463989,631.0,650.0,583.0,52.61,180.13,1853.98,0.863,631.0,652.0,580.0,52.61,46.35,1946.71,0.885
