Diameter_μm,occupancy
47.36,0
47.72,0
53.28,0
47.03,0
46.73,0
48.51,0
52.94,0
47.64,0
47.65,0
47.1,0
47.8,0
50.31,0
40.05,0
52.01,0
49.64,0
52.48,0
46.38,0
48.06,0
48.27,0
48.83,0
48.17,0
51.08,0
51.01,0
34.6,0
46.81,0
40.72,0
46.02,1
47.01,1
46.89,1
53.04,1
53.5,1
47.88,1
46.25,1
51.68,1
53.99,1
48.59,1
50.29,1
50.16,1
47.67,1
46.67,1
46.84,1
53.33,1
46.02,1
46.56,1
43.37,1
52.2,1
49.93,1
47.72,1
47.5,1
55.93,1
47.14,1
43.54,1
49.4,1
48.39,1
42.96,1
40.91,1
53.31,1
60.78,1
46.84,1
48.72,1
52.99,1
49.74,1
48.17,1
51.87,1
47.06,1
48.05,1
52.3,1
45.95,1
49.71,1
50.69,1
79.64,1
50.1,1
50.42,1
47.16,1
59.18,1
47.48,1
47.96,1
50.77,1
47.47,1
47.46,1
43.68,1
47.58,1
53.15,1
